date,p1_short,p1_over,eff_gap,p2_short,p2_over,warmup,delta_short,delta_over
2025-11-18,0.0,4.130514618245587,35.56059188662469,0.0,4.130514618245587,0,0.0,0.0
2025-11-19,2.220446049250313e-16,0.0,4.622322925642127,2.220446049250313e-16,0.0,0,0.0,0.0
2025-11-20,0.0,0.6392102925308669,13.851523460060353,0.0,0.6392102925308669,0,0.0,0.0
2025-11-21,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-11-22,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-11-23,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-11-24,0.0,0.0,0.7305207341313391,0.0,0.0,0,0.0,0.0
2025-11-25,0.0,0.0,9.267017130829394,0.0,0.0,0,0.0,0.0
2025-11-26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-11-27,0.0,1.521943799491265,14.764499008746348,0.0,1.521943799491265,0,0.0,0.0
2025-11-28,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-11-29,0.0,0.0,0.17142410624026638,0.0,0.0,0,0.0,0.0
2025-11-30,5.551115123125783e-17,0.0,0.39064187985658805,5.551115123125783e-17,0.0,0,0.0,0.0
2025-12-01,0.0,5.551115123125783e-17,3.123872600000351,0.0,5.551115123125783e-17,0,0.0,0.0
2025-12-02,0.0,5.551115123125783e-17,13.534829451695092,0.0,5.551115123125783e-17,0,0.0,0.0
2025-12-03,0.0,0.0,1.9698381955772675,0.0,0.0,0,0.0,0.0
2025-12-04,0.0,0.0,10.167723704367877,0.0,0.0,0,0.0,0.0
2025-12-05,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-12-06,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-12-07,6.661338147750939e-16,2.220446049250313e-16,9.26207774046064,6.661338147750939e-16,2.220446049250313e-16,0,0.0,0.0
2025-12-08,0.0,0.0,0.38876584103703493,0.0,0.0,0,0.0,0.0
2025-12-09,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-12-10,1.1102230246251565e-16,0.0,2.021687122762202,1.1102230246251565e-16,0.0,0,0.0,0.0
2025-12-11,0.0,2.220446049250313e-16,9.81510487267375,0.0,2.220446049250313e-16,0,0.0,0.0
2025-12-12,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-12-13,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-12-14,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-12-15,2.220446049250313e-16,0.0,2.615314901955429,2.220446049250313e-16,0.0,0,0.0,0.0
2025-12-16,0.0,0.0,0.03755331813125018,0.0,0.0,0,0.0,0.0
2025-12-17,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-12-18,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-12-19,0.0,0.0,2.0301670863479373,0.0,0.0,0,0.0,0.0
2025-12-20,0.0,0.0,1.274178047589957,0.0,0.0,0,0.0,0.0
2025-12-21,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-12-22,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-12-23,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-12-24,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-12-25,0.0,1.1102230246251565e-16,4.945668939530847,0.0,1.1102230246251565e-16,0,0.0,0.0
2025-12-26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-12-27,4.440892098500626e-16,0.0,4.326831029117102,4.440892098500626e-16,0.0,0,0.0,0.0
2025-12-28,0.0,0.0,0.05659418434650121,0.0,0.0,0,0.0,0.0
2025-12-29,0.0,0.6214817194567956,28.409635492261497,0.0,0.6214817194567956,0,0.0,0.0
2025-12-30,0.0,0.0,0.020786672085520763,0.0,0.0,0,0.0,0.0
2025-12-31,0.0,7.771561172376096e-16,5.626092205733059,0.0,7.771561172376096e-16,0,0.0,0.0
